os,language,task,input_size,pid,status,rtime,ru_utime,ru_stime,ru_maxrss,ru_minflt,ru_majflt,ru_inblock,ru_oublock,ru_nvcsw,ru_nivcsw,memory_mb,cpu_time,execution_time,task_with_size
combined_C_data.csv,C,fannkuchredux,12,2443,0,30.06820702552796,30.059232,0.0039829999999999,10440,326,0,0,0,15,12,10.1953125,30.063215000000003,30.06820702552796,fannkuchredux-12
combined_C_data.csv,C,fannkuchredux,12,2447,0,30.385729551315308,30.374096,0.008426,10692,325,0,0,0,14,14,10.44140625,30.382522,30.385729551315308,fannkuchredux-12
combined_C_data.csv,C,fannkuchredux,12,2451,0,29.92537999153137,29.455811,0.463066,10692,328,0,0,0,15,32,10.44140625,29.918877000000002,29.92537999153137,fannkuchredux-12
combined_C_data.csv,C,fannkuchredux,12,2488,0,29.84374690055847,29.820167,0.013371,10692,325,0,0,0,15,12,10.44140625,29.833538,29.84374690055847,fannkuchredux-12
combined_C_data.csv,C,fasta,250000,2508,0,0.0658526420593261,0.052876,0.0090479999999999,10692,322,3,0,0,18,1,10.44140625,0.061923999999999896,0.0658526420593261,fasta-250000
combined_C_data.csv,C,fasta,250000,2511,0,0.0651638507843017,0.049768,0.011896,10440,324,0,0,0,14,1,10.1953125,0.061664,0.0651638507843017,fasta-250000
combined_C_data.csv,C,fasta,250000,2514,0,0.0653934478759765,0.036073,0.0253159999999999,10440,325,0,0,0,15,0,10.1953125,0.0613889999999999,0.0653934478759765,fasta-250000
combined_C_data.csv,C,fasta,250000,2517,0,0.0663728713989257,0.046376,0.016947,10568,325,0,0,0,15,0,10.3203125,0.063323,0.0663728713989257,fasta-250000
combined_C_data.csv,C,fasta,250000,2520,0,0.0626583099365234,0.050939,0.008511,10544,325,0,0,0,14,1,10.296875,0.059449999999999996,0.0626583099365234,fasta-250000
combined_C_data.csv,C,fasta,250000,2523,0,0.0717484951019287,0.052221,0.010836,10692,325,0,0,0,15,0,10.44140625,0.063057,0.0717484951019287,fasta-250000
combined_C_data.csv,C,fasta,250000,2526,0,0.0642805099487304,0.047138,0.012902,10688,325,0,0,0,15,0,10.4375,0.060039999999999996,0.0642805099487304,fasta-250000
combined_C_data.csv,C,fasta,250000,2529,0,0.0639126300811767,0.046039,0.014384,10440,322,0,0,0,14,5,10.1953125,0.060423,0.0639126300811767,fasta-250000
combined_C_data.csv,C,fasta,250000,2532,0,0.0625820159912109,0.05359,0.003994,10692,322,0,0,0,15,1,10.44140625,0.057583999999999996,0.0625820159912109,fasta-250000
combined_C_data.csv,C,fasta,250000,2535,0,0.0623130798339843,0.05126,0.007324,10440,323,0,0,0,15,1,10.1953125,0.058584,0.0623130798339843,fasta-250000
combined_C_data.csv,C,fasta,25000000,2538,0,5.105512857437134,4.273228,0.825444,10692,322,0,0,0,14,10,10.44140625,5.098672,5.105512857437134,fasta-25000000
combined_C_data.csv,C,fasta,25000000,2541,0,5.247786283493042,4.501549,0.74258,10644,324,0,0,0,14,5,10.39453125,5.244129,5.247786283493042,fasta-25000000
combined_C_data.csv,C,fasta,25000000,2544,0,5.230341672897339,4.428143,0.796704,10436,322,0,0,0,13,11,10.19140625,5.2248470000000005,5.230341672897339,fasta-25000000
combined_C_data.csv,C,fasta,25000000,2547,0,5.241215467453003,4.268587,0.963144,10440,322,0,0,0,14,31,10.1953125,5.231731,5.241215467453003,fasta-25000000
combined_C_data.csv,C,fasta,25000000,2550,0,5.24769139289856,4.409404,0.8339439999999999,10692,322,0,0,0,14,10,10.44140625,5.243348,5.24769139289856,fasta-25000000
combined_C_data.csv,C,fasta,25000000,2553,0,5.202412366867065,4.395905,0.8012159999999999,10692,320,0,0,0,15,15,10.44140625,5.197121,5.202412366867065,fasta-25000000
combined_C_data.csv,C,fasta,25000000,2556,0,5.244595289230347,4.3667,0.870254,10692,321,0,0,0,15,14,10.44140625,5.236954,5.244595289230347,fasta-25000000
combined_C_data.csv,C,fasta,25000000,2559,0,5.240306377410889,4.383894,0.849278,10692,323,0,0,0,15,39,10.44140625,5.233172,5.240306377410889,fasta-25000000
combined_C_data.csv,C,fasta,25000000,2562,0,5.31430459022522,4.436829,0.872209,10692,322,0,0,0,15,8,10.44140625,5.309038,5.31430459022522,fasta-25000000
combined_C_data.csv,C,fasta,25000000,2565,0,5.2524027824401855,4.372742,0.875636,10692,325,0,0,0,15,5,10.44140625,5.248378,5.2524027824401855,fasta-25000000
